Artist,Feat,Track,File,Year
Flock Sarathy Korwar & Bex Burch,,Expand,artwu_2023_01_12.txt,2023
Lcd Soundsystem,,Time To Get Away,artwu_2023_01_12.txt,2023
Bobby Darin,,Beyond The Sea,artwu_2023_01_13.txt,2023
Cloud Control,,Gold Canary,artwu_2023_01_13.txt,2023
U.S. Girls,,So Typically Now,artwu_2023_01_13.txt,2023
John Grant,,He's Got His Mother's Hips,artwu_2023_01_13.txt,2023
Four Tet,,My Angel Rocks Back And Forth,artwu_2023_01_13.txt,2023
Jeffrey Lewis,,What Are You Going To Do After The Orgy?,artwu_2023_01_13.txt,2023
The Bright Light Social Hour,,Rhubarb Jam,artwu_2023_01_13.txt,2023
Robag Wruhme,,Venq Tolep,artwu_2023_01_13.txt,2023
Talking Heads,,This Must Be The Place (Naive Melody),artwu_2023_01_13.txt,2023
The Stooges,,I Wanna Be Your Dog,artwu_2023_01_13.txt,2023
Little Wings,,Look At What The Light Did Now,artwu_2023_01_13.txt,2023
Nick Cave And The Bad Seeds,,People Ain't No Good (Live From Kcrw),artwu_2023_01_13.txt,2023
Dry Cleaning,,Stumpwork,artwu_2023_01_13.txt,2023
Yacht,,My Idea,artwu_2023_01_13.txt,2023
Emmy The Great,,Trellick Tower,artwu_2023_01_13.txt,2023
Haiku Hands,,Fashion Model Art (Feat. Sofi Tukker),artwu_2023_01_13.txt,2023
The "Oliver! 1994" Kids Ensemble,,Food Glorious Food,artwu_2023_01_13.txt,2023
Lewsberg,,Cold Light Of Day,artwu_2023_01_13.txt,2023
Tune-Yards,,Bizness,artwu_2023_01_13.txt,2023
Dr. Seuss,,The Super-Supper March,artwu_2023_01_13.txt,2023
Yeasayer,,2080,artwu_2023_01_13.txt,2023
Throwing Muses,,Furious,artwu_2023_01_13.txt,2023
Darren Hanlon & Shelley Short,,I Figured You Out,artwu_2023_01_13.txt,2023
Oliver Sim,,Romance With A Memory,artwu_2023_01_13.txt,2023
Elbow,,White Noise White Heat,artwu_2023_01_16.txt,2023
Bonnie "Prince" Billy,,Beast For Thee,artwu_2023_01_16.txt,2023
Hecta,,We Are Glistening,artwu_2023_01_16.txt,2023
Bruce Cockburn,,Lovers In A Dangerous Time,artwu_2023_01_16.txt,2023
Chicks On Speed,,We Don't Play Guitars,artwu_2023_01_16.txt,2023
Hotel Lux,,National Team,artwu_2023_01_16.txt,2023
The Wedding Present,,You Jane,artwu_2023_01_16.txt,2023
Liela Moss,,Woo (No One's Awake),artwu_2023_01_16.txt,2023
Young Fathers,,Rice,artwu_2023_01_16.txt,2023
Emmy The Great,,Swimming Pool,artwu_2023_01_16.txt,2023
Robag Wruhme,,Komalh,artwu_2023_01_16.txt,2023
Jeremy Warmsley,,January,artwu_2023_01_16.txt,2023
Rozi Plain & Alabaster Deplume,,Spot Thirteen,artwu_2023_01_16.txt,2023
Porridge Radio,,7 Seconds,artwu_2023_01_16.txt,2023
Jeffrey Lewis,,Sad Screaming Old Man,artwu_2023_01_16.txt,2023
Rilo Kiley,,Portions For Foxes ,artwu_2023_01_16.txt,2023
Jacob Banks,,By Design [Evel Knievel],artwu_2023_01_16.txt,2023
Nilã¼fer Yanya,,Rid Of Me,artwu_2023_01_16.txt,2023
The Postal Service,,Such Great Heights,artwu_2023_01_16.txt,2023
Circa Waves,,Do You Wanna Talk,artwu_2023_01_16.txt,2023
Kate Bush,,Hounds Of Love,artwu_2023_01_16.txt,2023
The Guild League,,Limited Express,artwu_2023_01_16.txt,2023
Blur,,For Tomorrow,artwu_2023_01_16.txt,2023
Rozi Plain,,Painted The Room,artwu_2023_01_17.txt,2023
Modest Mouse,,One Chance,artwu_2023_01_17.txt,2023
Santigold,,L.E.S. Artistes,artwu_2023_01_17.txt,2023
Neutral Milk Hotel,,In The Aeroplane Over The Sea,artwu_2023_01_17.txt,2023
Blur,,Beetlebum,artwu_2023_01_17.txt,2023
Sudan Archives,,Come Meh Way,artwu_2023_01_17.txt,2023
Kokoko!,,Donne Moi,artwu_2023_01_17.txt,2023
Janelle Monã¡E,Erykah Badu,Q.U.E.E.N.,artwu_2023_01_17.txt,2023
Dry Cleaning,,Scratchcard Lanyard,artwu_2023_01_17.txt,2023
Folly Group,,Fewer Closer Friends,artwu_2023_01_17.txt,2023
The Weepies,,Painting By Chagall,artwu_2023_01_17.txt,2023
Cloud Control,,There's Nothing In The Water We Can't Fight,artwu_2023_01_17.txt,2023
Robag Wruhme,,Pnom Global,artwu_2023_01_17.txt,2023
Gustaf,,Book,artwu_2023_01_17.txt,2023
Jacob Banks,,Here Lies The Man That Never Changed,artwu_2023_01_17.txt,2023
Albertine Sarges,,Post Office,artwu_2023_01_17.txt,2023
Pearson Sound,,Sinkhole,artwu_2023_01_17.txt,2023
Jeffrey Lewis,,Roll Bus Roll,artwu_2023_01_17.txt,2023
Audiobooks,,The Doll,artwu_2023_01_17.txt,2023
Sampa The Great,,Energy (Feat. Nadeem Din-Gabisi),artwu_2023_01_17.txt,2023
Porridge Radio,,Back To The Radio,artwu_2023_01_17.txt,2023
Lizzo,,Boys,artwu_2023_01_17.txt,2023
David Byrne,,Once In A Lifetime,artwu_2023_01_17.txt,2023
Four Tet,,Angel Echoes (Jon Hopkins Remix),artwu_2023_01_18.txt,2023
Lcd Soundsystem,,North American Scum,artwu_2023_01_18.txt,2023
Bon Iver,,22 (Over Sâˆžâˆžn),artwu_2023_01_18.txt,2023
Villagers,,Real Go-Getter,artwu_2023_01_18.txt,2023
Gustaf,,Best Behavior,artwu_2023_01_18.txt,2023
I Am Kloot,,Storm Warning,artwu_2023_01_18.txt,2023
Jockstrap,,Concrete Over Water,artwu_2023_01_18.txt,2023
Stephen Sondheim,,Now You Know (From The Merrily We Roll Along 2012 Ny Cast Recording),artwu_2023_01_18.txt,2023
Emmy The Great,,We Almost Had A Baby,artwu_2023_01_18.txt,2023
Charlotte AdigéRy & Bolis Pupul,,Blenda,artwu_2023_01_18.txt,2023
Nilã¼fer Yanya,,Â€‹Midnight Sun,artwu_2023_01_18.txt,2023
The Housemartins,,He Ain't Heavy He's My Brother,artwu_2023_01_18.txt,2023
The Proclaimers,,I'm On My Way,artwu_2023_01_18.txt,2023
Melt Yourself Down,,Every Single Day,artwu_2023_01_18.txt,2023
Tune Yards,,Heart Attack,artwu_2023_01_18.txt,2023
Panda Bear & Sonic Boom,,Edge Of The Edge,artwu_2023_01_18.txt,2023
Warmduscher,,Big Wilma,artwu_2023_01_18.txt,2023
The Weather Station,,Robber,artwu_2023_01_18.txt,2023
Pulp,,The Trees,artwu_2023_01_18.txt,2023
Cavern Of Anti-Matter,,Melody In High Feedback Tones,artwu_2023_01_18.txt,2023
Nick Murphy,,Harry Takes Drugs On The Weekend,artwu_2023_01_18.txt,2023
Tunng,,Scared To Death,artwu_2023_01_18.txt,2023
Super Furry Animals,,Bing Bong,artwu_2023_01_18.txt,2023
Jane Weaver,,The Revolution Of Super Visions,artwu_2023_01_19.txt,2023
Lcd Soundsystem,,Sound Of Silver,artwu_2023_01_19.txt,2023
Rozi Plain & Alabaster Deplume,,Agreeing For Two,artwu_2023_01_19.txt,2023
Matt And Kim,,Daylight,artwu_2023_01_19.txt,2023
Anthony Atkinson & The Running Mates,,I Lost My Way I Found A Friend,artwu_2023_01_19.txt,2023
Wet Leg,,Wet Dream,artwu_2023_01_19.txt,2023
Tunng,,Sdc,artwu_2023_01_19.txt,2023
Dry Cleaning,,Driver's Story,artwu_2023_01_19.txt,2023
Clarence Carter,,I'm Just A Prisoner (Of Your Good Lovin'),artwu_2023_01_19.txt,2023
The Ting Tings,,That's Not My Name,artwu_2023_01_19.txt,2023
Robag Wruhme,,Skrubbs,artwu_2023_01_19.txt,2023
Darren Hanlon,Cory Grey & Mark Monnone,Hold On,artwu_2023_01_19.txt,2023
Sparks,,What The Hell Is It This Time?,artwu_2023_01_19.txt,2023
Roger Whittaker,,Durham Town,artwu_2023_01_19.txt,2023
Gustaf,,Mine,artwu_2023_01_19.txt,2023
Chairlift,,Bruises,artwu_2023_01_19.txt,2023
Snapped Ankles,,Rhythm Is Our Business (Edit),artwu_2023_01_19.txt,2023
The Soft Pink Truth,,Wanna Know,artwu_2023_01_19.txt,2023
Loyle Carner Jnr Williams & Olivia Dean,,Homerton,artwu_2023_01_19.txt,2023
Dan Deacon,,Become A Mountain,artwu_2023_01_19.txt,2023
Bowling For Soup,,1985,artwu_2023_01_19.txt,2023
Jacob Banks,,Just When I Thought,artwu_2023_01_19.txt,2023
Ballboy,,I Lost You But I Found Country Music,artwu_2023_01_19.txt,2023
Everything Is Recorded,Sampha,Close But Not Quite,artwu_2023_01_19.txt,2023
Powell,,Jonny [Feat. Jonny],artwu_2023_01_19.txt,2023
Jeffrey Lewis,,Back To Manhatten,artwu_2023_01_20.txt,2023
Leftfield,,Pulse,artwu_2023_01_20.txt,2023
Simon & Garfunkel,,A Poem On The Underground Wall,artwu_2023_01_20.txt,2023
U.S. Girls,,Futures Bet,artwu_2023_01_20.txt,2023
Megadead,,Tragedy Doom & So On,artwu_2023_01_20.txt,2023
Megadead,,You Died,artwu_2023_01_20.txt,2023
Incredible Bongo Band,,Bongolia,artwu_2023_01_20.txt,2023
Lcd Soundsystem,,Thrills,artwu_2023_01_20.txt,2023
Salisbury Cathedral Choir John Challenger & David Halls,,When A Knight Won His Spurs,artwu_2023_01_20.txt,2023
Jane Weaver,,Oblique Fantasy,artwu_2023_01_20.txt,2023
Andrew Bird,,I Felt A Funeral In My Brain (Feat. Phoebe Bridgers),artwu_2023_01_20.txt,2023
Goodmostlybad,,Shawty 3.0,artwu_2023_01_20.txt,2023
Future Utopia,,We Were We Still Are (Interlude) [Feat. Kae Tempest],artwu_2023_01_20.txt,2023
Goat,,Chukua Pesa,artwu_2023_01_20.txt,2023
Tunng,,Fatally Human,artwu_2023_01_20.txt,2023
Half Man Half Biscuit,,Paintball's Coming Home,artwu_2023_01_20.txt,2023
Bastien Keb,,Oteh Washington,artwu_2023_01_20.txt,2023
Eels,,Prizefighter,artwu_2023_01_20.txt,2023
Stereolab,,Robot Riot,artwu_2023_01_20.txt,2023
Nixer,,Magnolia Mouth,artwu_2023_01_20.txt,2023
Powell,,Sylvester Stallone,artwu_2023_01_20.txt,2023
Yo La Tengo,,Aselestine,artwu_2023_01_20.txt,2023
Simon & Garfunkel,,I Am A Rock (Live),artwu_2023_01_20.txt,2023
Sneaks,,Tough Luck,artwu_2023_01_20.txt,2023
Tunng,,A Million Colours,artwu_2023_01_23.txt,2023
Althea & Donna,,Uptown Top Ranking,artwu_2023_01_23.txt,2023
The Modern Lovers,,Pablo Picasso,artwu_2023_01_23.txt,2023
Colleen,,Captain Of None,artwu_2023_01_23.txt,2023
Mavis Staples,,Can You Get To That,artwu_2023_01_23.txt,2023
Fujiya & Miyagi,,Ankle Injuries,artwu_2023_01_23.txt,2023
Yacht,,Dare!,artwu_2023_01_23.txt,2023
Lcd Soundsystem,,Time To Get Away,artwu_2023_01_23.txt,2023
Rozi Plain,,Conversation,artwu_2023_01_23.txt,2023
Darren Hanlon,,House,artwu_2023_01_23.txt,2023
The Fall,,Theme From Sparta F.C.,artwu_2023_01_23.txt,2023
Maria Chiara Argirã²,,Clouds (Byron The Aquarius Remix),artwu_2023_01_23.txt,2023
Gustaf,,Happy,artwu_2023_01_23.txt,2023
Salt-N-Pepa,En Vogue,Whatta Man,artwu_2023_01_23.txt,2023
Bonnie "Prince" Billy,,Rubin And Cherise,artwu_2023_01_23.txt,2023
Jacob Banks,,Chainsmoking,artwu_2023_01_23.txt,2023
Hotel Lux,,Common Sense,artwu_2023_01_23.txt,2023
Sylvan Esso,,Didn't Care,artwu_2023_01_23.txt,2023
Goat,,Goatmilk,artwu_2023_01_23.txt,2023
Generationals,,Tentwentyten,artwu_2023_01_23.txt,2023
Andrew Bird,,Sisyphus,artwu_2023_01_23.txt,2023
Black Midi,,Hellfire,artwu_2023_01_23.txt,2023
Dirty Projectors,,Break-Thru,artwu_2023_01_23.txt,2023
Matthew Dear,,Talking Sleep,artwu_2023_01_23.txt,2023
Kate Tempest,,People's Faces,artwu_2023_01_23.txt,2023
Four Tet,,Love Cry,artwu_2023_01_24.txt,2023
Luke Haines,,Angry Man On Small Train,artwu_2023_01_24.txt,2023
Blur,,M.O.R.,artwu_2023_01_24.txt,2023
Emily Breeze,,Ordinary Life (Radio Edit),artwu_2023_01_24.txt,2023
Dave Okumu,,Blood Ah Go Run (Feat. The 7 Generations Wesley Joseph Eska),artwu_2023_01_24.txt,2023
Daniele Luppi & Parquet Courts,,Pretty Prizes (Feat. Karen O),artwu_2023_01_24.txt,2023
Kurtis Perrie,,All I Do Is Work,artwu_2023_01_24.txt,2023
Emmy The Great,,Algorithm,artwu_2023_01_24.txt,2023
Superorganism,,Something For Your M.I.N.D.,artwu_2023_01_24.txt,2023
Sultans Of Ping F.C.,,Where's Me Jumper?,artwu_2023_01_24.txt,2023
Moin,,Foot Wrong,artwu_2023_01_24.txt,2023
Tunng,,Tsunami,artwu_2023_01_24.txt,2023
Mountain Man,,Rang Tang Ring Toon,artwu_2023_01_24.txt,2023
Mallrat,,Teeth,artwu_2023_01_24.txt,2023
Snapped Ankles,,The Fish Needs A Bike,artwu_2023_01_24.txt,2023
The Weather Station,,Parking Lot,artwu_2023_01_24.txt,2023
Haiku Hands,,Onset (Feat. Mad Zach),artwu_2023_01_24.txt,2023
David Byrne,,Lazy (Live),artwu_2023_01_24.txt,2023
Sudan Archives,,Confessions,artwu_2023_01_24.txt,2023
Lime Garden,,Sick & Tired,artwu_2023_01_24.txt,2023
Wau Wau Collectif,,Xale (Toubab Dialaw Kids Rhyme),artwu_2023_01_24.txt,2023
Pip Blom,,I Think I'm In Love,artwu_2023_01_24.txt,2023
Lcd Soundsystem,,Other Voices,artwu_2023_01_24.txt,2023
Eloise,,Drunk On A Flight,artwu_2023_01_25.txt,2023
Loyle Carner ,Jordan Rakei,Ottolenghi,artwu_2023_01_25.txt,2023
Elbow,,Doldrums,artwu_2023_01_25.txt,2023
Sault,,Masterpiece,artwu_2023_01_25.txt,2023
Sons Of Kemet,,My Queen Is Albertina Sisulu,artwu_2023_01_25.txt,2023
Calexico & Iron & Wine,,Midnight Sun,artwu_2023_01_25.txt,2023
Yacht,,Never Lonely Alone,artwu_2023_01_25.txt,2023
Gustaf,,Design,artwu_2023_01_25.txt,2023
Cheap Teeth,,I Am The Mud,artwu_2023_01_25.txt,2023
Melt Yourself Down,,Every Single Day,artwu_2023_01_25.txt,2023
Megadead,,Stay?,artwu_2023_01_25.txt,2023
Kurtis Perrie,,Learn To Dance!,artwu_2023_01_25.txt,2023
Panda Bear & Sonic Boom,,Whirlpool,artwu_2023_01_25.txt,2023
Holly Throsby,,Things Between People,artwu_2023_01_25.txt,2023
Foxes,,Midnight Sister,artwu_2023_01_25.txt,2023
Dry Cleaning,,Driver's Story,artwu_2023_01_25.txt,2023
Hagop Tchaparian,,Right To Riot,artwu_2023_01_25.txt,2023
Tunng,,Carry You,artwu_2023_01_25.txt,2023
Lump Laura Marling & Mike Lindsay,,We Cannot Resist ,artwu_2023_01_25.txt,2023
Darren Hanlon,,Freight Train From Kyogle,artwu_2023_01_25.txt,2023
Audiobooks,,Lalala It's The Good Life,artwu_2023_01_25.txt,2023
Yacht,,Multi-Family Garage Sale,artwu_2023_01_26.txt,2023
Robag Wruhme,,Nata Alma (Feat. Sidsel Endresen & Bugge Wesseltoft),artwu_2023_01_26.txt,2023
Blur,,Brothers And Sisters,artwu_2023_01_26.txt,2023
Fontaines D.C.,,Boys In The Better Land,artwu_2023_01_26.txt,2023
Rozi Plain & Alabaster Deplume,,Blink,artwu_2023_01_26.txt,2023
Dehd,,Lucky,artwu_2023_01_26.txt,2023
Julia Jacklin,,Pressure To Party,artwu_2023_01_26.txt,2023
Kurtis Perrie,,These Moves Will Fake You Out,artwu_2023_01_26.txt,2023
Audiobooks,,Trouble In Business Class,artwu_2023_01_26.txt,2023
Fazerdaze,,Thick Of The Honey,artwu_2023_01_26.txt,2023
Gustaf,,Liquid Frown,artwu_2023_01_26.txt,2023
Jeffrey Lewis & The Voltage,,Lps,artwu_2023_01_26.txt,2023
Tunng,,Three Birds,artwu_2023_01_26.txt,2023
Christine And The Queens,,Tilted,artwu_2023_01_26.txt,2023
Pulp,,Babies,artwu_2023_01_26.txt,2023
Lcd Soundsystem,, Us V Them,artwu_2023_01_26.txt,2023
Megadead,,Toasted Teacakes (Interspersed With Birdsong),artwu_2023_01_26.txt,2023
Gretel Hã¤Nlyn,,Drive,artwu_2023_01_26.txt,2023
The Beths,,Expert In A Dying Field,artwu_2023_01_26.txt,2023
Oliver Sim,,Run The Credits,artwu_2023_01_26.txt,2023
Maria Chiara Argirã³,,Greenarp (Terracassette Remix),artwu_2023_01_27.txt,2023
Generationals,,When They Fight They Fight,artwu_2023_01_27.txt,2023
Gustaf,,Best Behavior,artwu_2023_01_27.txt,2023
Kurtis Perrie,,All I Do Is Work,artwu_2023_01_27.txt,2023
Kevin Morby,,This Is A Photograph,artwu_2023_01_27.txt,2023
Warmduscher,,I Got Friends,artwu_2023_01_27.txt,2023
Timber Timbre,,I Am Coming To Paris (To Kill You),artwu_2023_01_27.txt,2023
Orchestre Tout Puissant Marcel Duchamp,,So Many Things (To Feel Guilty About),artwu_2023_01_27.txt,2023
Tunng,,Sdc,artwu_2023_01_27.txt,2023
Prima Queen,,Chew My Cheeks,artwu_2023_01_27.txt,2023
Audiobooks,,Lalala It's The Good Life,artwu_2023_01_27.txt,2023
Look Mum No Computer,,Waiting For The Worlds To End,artwu_2023_01_27.txt,2023
Jacob Banks,,Here Lies The Man That Never Changed,artwu_2023_01_27.txt,2023
Goat,,Do The Dance,artwu_2023_01_27.txt,2023
Emily Breeze,,Ordinary Life (Radio Edit),artwu_2023_01_27.txt,2023
Megadead,,You Died,artwu_2023_01_27.txt,2023
Sudan Archives,,Come Meh Way,artwu_2023_01_27.txt,2023
Hotel Lux,,National Team,artwu_2023_01_27.txt,2023
Robag Wruhme,,K.T.B.,artwu_2023_01_27.txt,2023
Rozi Plain & Alabaster Deplume,,Agreeing For Two,artwu_2023_01_27.txt,2023
Nixer,,People Feel,artwu_2023_01_27.txt,2023
Dry Cleaning,,Gary Ashby,artwu_2023_01_27.txt,2023
Sylvan Esso,,Die Young,artwu_2023_01_27.txt,2023
Divorce,,Checking Out,artwu_2023_01_27.txt,2023
Oliver Sim,,Romance With A Memory,artwu_2023_01_27.txt,2023
Dr. Seuss,,The Super-Supper March (Announced Not Played),artwu_2023_01_27.txt,2023
Jeffrey Lewis,,Sad Screaming Old Man,cbbmc_2016_10_02.txt,2016
Jeb Loy Nichols,,Going Where The Lonely Go,cbbmc_2016_10_02.txt,2016
Courtney Barnett,,Depreston,cbbmc_2016_10_02.txt,2016
John Grant,,Snug Slacks,cbbmc_2016_10_02.txt,2016
Sufjan Stevens,,Should Have Known Better,cbbmc_2016_10_02.txt,2016
Connie Converse,,Roving Woman,cbbmc_2016_10_02.txt,2016
Nadia Rose,,Skwod,cbbmc_2016_10_02.txt,2016
Tune-Yards,,My Country,cbbmc_2016_10_02.txt,2016
Darren Hanlon,,When You Go,cbbmc_2016_10_02.txt,2016
Huw M,,Worries Now Won't Be Worried Long,cbbmc_2016_10_02.txt,2016
Four Tet,,A Joy,cbbmc_2016_10_02.txt,2016
Emmy The Great,,Swimming Pool (Feat. Tom Fleming),cbbmc_2016_10_02.txt,2016
Richard Dawson,,Poor Old Horse,cbbmc_2016_10_02.txt,2016
Diagrams,,Tall Buildings,cbbmc_2016_10_02.txt,2016
Bon Iver,,22 (Over Sâˆžâˆžn),cbbmc_2016_10_02.txt,2016
Lcd Soundsystem,,North American Scum,cbbmc_2016_10_02.txt,2016
Talking Heads,,Road To Nowhere,cbbmc_2016_10_02.txt,2016
Chip Zien Kim Crosby Ben Wright & Danielle Ferland,,No One Is Alone,cbbmc_2016_10_02.txt,2016
Jeffrey Lewis,,Back To Manhatten,cbbmc_2016_10_02.txt,2016
Sing Street,,The Riddle Of The Model,cbbmc_2016_10_09.txt,2016
U.S. Girls,,Sororal Feelings,cbbmc_2016_10_09.txt,2016
The Wedding Present,,You Jane,cbbmc_2016_10_09.txt,2016
John Grant,,Disappointing,cbbmc_2016_10_09.txt,2016
Withered Hand,,Heart Heart,cbbmc_2016_10_09.txt,2016
The Lucksmiths,,Great Lengths,cbbmc_2016_10_09.txt,2016
Douglas Dare,,Swim,cbbmc_2016_10_09.txt,2016
Joan As Police Woman,,The Classic,cbbmc_2016_10_09.txt,2016
Kings Of Convenience,,I Don't Know What I Can Save You From,cbbmc_2016_10_09.txt,2016
The Kills,,What New York Used To Be,cbbmc_2016_10_09.txt,2016
My Latest Novel,,I Declare A Ceasefire,cbbmc_2016_10_09.txt,2016
Sidney Carter,,Worried Now Won't Be Worried Long,cbbmc_2016_10_09.txt,2016
Field Music,,Disappointed,cbbmc_2016_10_09.txt,2016
The Divine Comedy,,Other People,cbbmc_2016_10_09.txt,2016
Courtney Barnett,,Nobody Really Cares If You Don't Go To The Party,cbbmc_2016_10_09.txt,2016
Kate Bush,,Hounds Of Love,cbbmc_2016_10_09.txt,2016
Trwbador,,Carpet Burns,cbbmc_2016_10_09.txt,2016
Hecta,,Sympathy For The Auto Industry,cbbmc_2016_10_09.txt,2016
The Postal Service,,Such Great Heights,cbbmc_2016_10_09.txt,2016
Four Tet,,Love Cry,cbbmc_2016_10_09.txt,2016
Petula Clark,,Downtown,cbbmc_2016_10_09.txt,2016
Clarence Carter,,Patches,cbbmc_2016_10_16.txt,2016
Regina Spektor,,Bleeding Heart,cbbmc_2016_10_16.txt,2016
Douglas Dare,,New York,cbbmc_2016_10_16.txt,2016
Art Brut,,Good Weekend,cbbmc_2016_10_16.txt,2016
Talking Heads,,This Must Be The Place (Naive Melody),cbbmc_2016_10_16.txt,2016
Connie Converse,,We Live Alone,cbbmc_2016_10_16.txt,2016
Conor Oberst,,You All Loved Him Once,cbbmc_2016_10_16.txt,2016
Four Tet,,As Serious As Your Life,cbbmc_2016_10_16.txt,2016
Gurr,,Breathless,cbbmc_2016_10_16.txt,2016
Emmy The Great,,Swimming Pool,cbbmc_2016_10_16.txt,2016
Hefner,,When The Angels Play Their Drum Machines,cbbmc_2016_10_16.txt,2016
Gavin Osborn,,Not Going Anywhere,cbbmc_2016_10_16.txt,2016
Lcd Soundsystem,,All My Friends,cbbmc_2016_10_16.txt,2016
David Byrne & St. Vincent,,Optimist,cbbmc_2016_10_16.txt,2016
Ian Dury And The Blockheads,,Reasons To Be Cheerful Part 3,cbbmc_2016_10_16.txt,2016
Deerhunter,,Coronado,cbbmc_2016_10_16.txt,2016
Herman Dune,,Tell Me Something I Don't Know,cbbmc_2016_10_16.txt,2016
Eugene Mirman,,Welcome To My Russian Audio Phrasebook,cbbmc_2016_10_16.txt,2016
Elbow,,Starlings,cbbmc_2016_10_16.txt,2016
Peter Gabriel,,Sledgehammer,cbbmc_2016_10_16.txt,2016
James,,Sometimes,cbbmc_2016_10_16.txt,2016
Pikelet,,They Call It Love?... Wow,cbbmc_2016_10_16.txt,2016
The Mountain Goats,,No Children,cbbmc_2016_10_16.txt,2016
The Lemonheads,,Into Your Arms,cbbmc_2016_10_16.txt,2016
The Housemartins,,I Smell Winter,cbbmc_2016_10_23.txt,2016
The Housemartins,,Bow Down,cbbmc_2016_10_23.txt,2016
The Housemartins,,Think For A Minute,cbbmc_2016_10_23.txt,2016
The Housemartins,,The Mighty Ship,cbbmc_2016_10_23.txt,2016
The Housemartins,,Sheep,cbbmc_2016_10_23.txt,2016
The Housemartins,,I'll Be Your Shelter (Just Like A Shelter),cbbmc_2016_10_23.txt,2016
The Housemartins,,Five Get Over Excited,cbbmc_2016_10_23.txt,2016
The Housemartins,,Everyday's The Same,cbbmc_2016_10_23.txt,2016
The Housemartins,,Build,cbbmc_2016_10_23.txt,2016
The Housemartins,,There Is Always Something There To Remind Me (John Peel Session Version),cbbmc_2016_10_23.txt,2016
The Housemartins,,Step Outside,cbbmc_2016_10_23.txt,2016
The Housemartins,,The People Who Grinned Themselves To Death,cbbmc_2016_10_23.txt,2016
The Housemartins,,You've Got A Friend,cbbmc_2016_10_23.txt,2016
The Housemartins,,We're Not Deep,cbbmc_2016_10_23.txt,2016
The Housemartins,,He Ain't Heavy He's My Brother (Gary Crowley Session A Capella Version),cbbmc_2016_10_23.txt,2016
The Housemartins,,Flag Day,cbbmc_2016_10_23.txt,2016
The Housemartins,,Drop Down Dead (John Peel 21/07/85),cbbmc_2016_10_23.txt,2016
The Housemartins,,Me And The Farmer,cbbmc_2016_10_23.txt,2016
Jeffrey Lewis,,The Chelsea Hotel Oral Sex Song,lc_2006_01_10.txt,2006
William Shatner,,It Hasn't Happened Yet,lc_2006_01_10.txt,2006
James Yorkston And The Athletes,,Heron,lc_2006_01_10.txt,2006
Hartley Goldstein,,A Love Song For Annie Hall,lc_2006_01_10.txt,2006
The Moldy Peaches,,Anyone Else But You,lc_2006_01_10.txt,2006
Sufjan Stevens,,Concerning The Ufo Sighting Near Highland Illinois,lc_2006_01_10.txt,2006
Sufjan Stevens,,Decatur Or Round Of Applause For Your Stepmother!,lc_2006_01_10.txt,2006
The Boy Least Likely To,,Be Gentle With Me,lc_2006_01_10.txt,2006
The Ladybug Transistor,,Choking On Air,lc_2006_01_10.txt,2006
Stephen Malkmus And The Jicks,,Vanessa From Queen's,lc_2006_01_10.txt,2006
Fred Astereo,,Sleepytown,lc_2006_01_10.txt,2006
Nick Drake,,Rider On The Wheel,lc_2006_01_10.txt,2006
Machine Gun Fellatio,,My Ex-Girlfriend's Boyfriend,lc_2006_01_10.txt,2006
Ben Folds,,In Between Days,lc_2006_01_10.txt,2006
Looper,,Ballad Of Ray Suzuki,lc_2006_01_10.txt,2006
Joanna Newsom,,Bridges And Balloons,lc_2006_01_10.txt,2006
Fred Astereo,,The Juggling Boy,lc_2006_01_10.txt,2006
Ben Folds,,Hiro's Song,lc_2006_01_10.txt,2006
N.W.A.,,Fuck Tha Police,lc_2006_01_10.txt,2006
Barenaked Ladies,,Be My Yoko Ono,lc_2006_01_10.txt,2006
Looper,,Festival Â€˜95,lc_2006_01_10.txt,2006
I Am Kloot,,Storm Warning,lc_2006_01_10.txt,2006
Belle And Sebastian,,The Boy With The Arab Strap,lc_2006_01_10.txt,2006
Cat Stevens,,Peace Train,lc_2006_01_10.txt,2006
Iron & Wine,,Passing Afternoon,lc_2006_01_10.txt,2006
The Lucksmiths,,The Chapter In Your Life Entitled San Francisco,lc_2006_01_10.txt,2006
Demitri Martin,,Invite Them Up Compilation,lc_2006_01_10.txt,2006
Darren Hanlon,,The Perfect Day,lc_2006_01_10.txt,2006
Petula Clark,,Sailor,lc_2006_01_10.txt,2006
Gavin Osborn,,Left Side From My Right,lc_2006_01_10.txt,2006
Petula Clark,,Downtown,lc_2006_01_10.txt,2006
Simon & Garfunkel,,A Poem On The Underground Wall,lc_2006_01_10.txt,2006
Dolly Parton,,9 To 5,lc_2006_01_10.txt,2006
Jeffrey Lewis,,The East River,lc_2006_01_10.txt,2006
The Alan Parsons Project,,I Robot,lc_2006_01_17.txt,2006
Jeffrey Lewis,,The East River,lc_2006_01_17.txt,2006
Cerys Matthews,,Caught In The Middle,lc_2006_01_17.txt,2006
The Postal Service,,We Will Become Silhouettes,lc_2006_01_17.txt,2006
Pulp,,Babies,lc_2006_01_17.txt,2006
Eels,,I Like Birds,lc_2006_01_17.txt,2006
Tilly And The Wall,,Fell Down The Stairs,lc_2006_01_17.txt,2006
Darren Hanlon,,The Kickstand Song,lc_2006_01_17.txt,2006
Nirvana,,Come As You Are,lc_2006_01_17.txt,2006
